EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,,,,
5667138,MADISON (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,5000,0,FL,EST, ,2149863,Z,19,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",81,,,,,,,,,,,,,,,,,,,,
5667137,LIBERTY (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,10000,0,FL,EST, ,2149863,Z,26,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",82,,,,,,,,,,,,,,,,,,,,
5667136,LEON (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,10000,0,FL,EST, ,2149863,Z,17,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",83,,,,,,,,,,,,,,,,,,,,
5667135,LAFAYETTE (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,10000,0,FL,EST, ,2149863,Z,29,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",84,,,,,,,,,,,,,,,,,,,,
5667134,JEFFERSON (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,25000,0,FL,EST, ,2149863,Z,18,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",85,,,,,,,,,,,,,,,,,,,,
5667133,JACKSON (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,1,100000,0,FL,EST, ,2149863,Z,11,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",86,,,,,,,,,,,,,,,,,,,,
5667132,HOLMES (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,75000,0,FL,EST, ,2149863,Z,9,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,9/3/1998,1800, , , , ,,"Hurricane Earl, a minimal Category 1 storm, came ashore near Panama City, FL early Thursday, September 3, 1998.  Earl weakened to a tropical storm as it tracked northeastward through Central Georgia. Two-day rainfall totals ranged from 12.46 inches at Panama City, FL to 4.27 inches at Cross City, FL.  The peak 10-minute wind recorded at the Cape San Blas C-MAN buoy was 48 knots with a peak gust of 61 knots.  The lowest sea-level pressure recorded was 987 mb at the Panama City-Bay City International Airport.  The storm surge along the Florida Big Bend coast ranged from 6 to 12 feet above normal tide levels.  Significant beach erosion occurred along Coastal Walton County as well as Carrabelle Beach and Alligator Point.  Bay County experienced the worst urban and small stream flooding since Hurricane Opal in 1995.  Flooding occurred along the St. Marks River at Newport, FL where a crest of eight feet was measured.  Two fishermen died when their boat capsized in 16 to 20 foot seas offshore of Panama City Beach, FL.  Two persons were injured, one each in Walton and Jackson Counties.  Bay, Gulf, Franklin, Wakulla, Taylor, and Dixie counties were declared federal disaster areas.  

In Bay County, fresh water flooding damaged 1,049 homes, three businesses, and 50 other structures.  Three homes were destroyed. The Gulf Highlands subdivision in Panama City Beach suffered the worst flooding with up to five feet of water inside homes.  The Edgewater Beach Resort and Glades subdivision also sustained severe flooding.  Power outages affected 7,100 residents.  Other Bay County municipalities reported minor flood damage and numerous trees down.  Several roads, including FL 77, were temporarily closed until flood waters receded.  Holmes and Jackson counties reported several county roads washed out, numerous downed trees and  power lines, and minor damage to three homes.  A few county roads were closed to flooding and downed trees in Walton and Washington counties.  Erosion caused by heavy flooding damaged two roads in Liberty County.  Localized flooding with some downed trees and power lines occurred in Leon and Gadsden counties.  Throughout Madison, Lafayette, and Jefferson counties, there was minor damage from downed trees and power lines as well as some secondary roads closed to flooding.  Strong winds and flooding damaged one home, a state park, and closed 10 county roads in Calhoun County.  Across Gulf County, strong winds and flooding damaged 300 homes and disrupted power for 8,700 customers.  At Port St. Joe, storm surge flooding damaged 14 businesses and caused a water main break at the Lighthouse Utilities facility.  In Franklin County, storm surge flooding affected 136 homes and 15 businesses.  FL 65, 98, 300, and the St. George Causeway were closed to high water.  Alligator Point Road washed out stranding 50 people at Alligator Point.  Throughout Wakulla County, high winds and coastal flooding damaged 216 homes and businesses.  Significant wind and flood damage was reported at Live Oak Island, Spring Creek, Ochlocknee, Oyster Bay, Panacea, Medart, Sopchoppy, and St. Marks.  Power was disrupted for 1,000 customers and the St. Marks Wastewater facility.  Taylor County officials reported severe coastal flooding at Dekle and Keaton Beach with moderate flood damage to nine other coastal communities.  A total of 55 single-family units, six residences, and five businesses were affected.  CR 361 closed and water four feet deep over roads near the Econfina River.  In Dixie County, coastal flooding destroyed five homes and damaged 39 others.  Severe flooding occurred in the town of Suwannee and 50 pumps were destroyed at the Suwannee Wastewater Treatment facility.   CR 351 at Horseshoe Beach was washed out.",87,,,,,,,,,,,,,,,,,,,,
5668352,HARDEE (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,0,0,FL,EST, ,2149374,Z,56,TBW,0,0,NWS STORM SURVEY, , , , , , , , ,9/3/1998,1200, , , , ,,"Hurricane Earl moved northeast across the Gulf of Mexico and brought low end tropical storm force wind gusts from Cedar Key in Levy county south to Sarasota in Sarasota county.  Damage from Earl"" was considered minor.  However", cumulative damage estimates, primarily tornadic, from fifteen counties of West Central and Southwest Florida, yielded a value of 1.13 million dollars.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm total rainfall amounts were generally under one half inch with a few isolated amounts around three inches.  Beach erosion was generally minor.  However, moderate to severe beach erosion was observed near Venice in Sarasota county.  Street flooding one to two feet deep was reported along the immediate coastal roads of Sarasota, Manatee and Pinellas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind damage was minor.  However, Hurricane Earl did spawn six tornadoes, one of which produced F2 damage and two minor injuries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Although the eye of Hurricane Earl moved onshore near Panama City in the panhandle of Northwest Florida, storm tide was experienced along the entire west coast of Florida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COUNTY		STORM TIDE VALUE (MSL)		TIME (EST)	DATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"========	=======================		=========	=====",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levy          	5 to 7 feet				0000-0600		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citrus         	4 to 5 feet				0200-0800		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hernando     	3 to 4.5 feet			0500-1000		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasco        		3 to 4.5 feet			0600-1000		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pinellas       	3 to 4.5 feet			0700-1100		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hillsborough	3 to 4.5 feet			0700-1000		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manatee      	3 to 4.5 feet			0700-1000		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sarasota     	2 to 3 feet   			0800-1100		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlotte     	2 to 3 feet    			0800-1200		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee             	2 to 3 feet				0800-1200		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Max Wind Gust:     	48 mph - Skywarn Bridge"," Pinellas Co.	1230EST		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowest Pressure:      	1001.9 mb - Cedar Key"," Levy Co.        	0200EST		09/03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Max Rainfall:        	3.07 in - New Port Richey"," Pasco Co.	0100-2100		09/02-03""",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668355,HILLSBOROUGH (ZONE), ,9/2/1998,1200,Hurricane (Typhoon), , ,0,0,0,0,FL,EST, ,2149374,Z,51,TBW,0,0,NWS STORM SURVEY, , , , , , , , ,9/3/1998,1200, , , , ,,"Hurricane Earl moved northeast across the Gulf of Mexico and brought low end tropical storm force wind gusts from Cedar Key in Levy county south to Sarasota in Sarasota county.  Damage from Earl"" was considered minor.  However", cumulative damage estimates, primarily tornadic, from fifteen counties of West Central and Southwest Florida, yielded a value of 1.13 million dollars.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
